,wellLon,wellLat,eqLon,eqLat,eqNr,mag,M0Synt,syntLoc,geometry
3531,-120.71736,56.0003,-120.73081704945795,55.99503616114298,5,2.86923062477517,20130100223898.344,"55 59m 42.1302s N, 120 43m 50.9414s W",POINT (641528.2804924889 6207850.940227168)
3537,-121.85344,56.33301,-121.84875506862906,56.34119481213515,11,2.584292690594185,7523831069456.083,"56 20m 28.3013s N, 121 50m 55.5182s W",POINT (571164.9353267378 6244649.8321547)
3563,-121.73033,56.32232,-121.80178252017372,56.34307608510368,14,2.957090811713029,27266928389678.51,"56 20m 35.0739s N, 121 48m 6.41707s W",POINT (574064.7682380683 6244908.763529751)
3626,-122.12944,56.65906999999999,-122.12999608115028,56.65889557656188,6,2.3610423819784137,3479874430771.866,"56 39m 32.0241s N, 122 7m 47.9859s W",POINT (553332.6695315673 6279755.092454273)
3631,-122.1414,56.39616,-122.14574030680444,56.3900651162996,8,3.0335980908551794,35513799321206.5,"56 23m 24.2344s N, 122 8m 44.6651s W",POINT (552739.6940534733 6249821.605471931)
3633,-120.55911,55.77141,-120.57164996699106,55.76659849396516,2,2.948045179462307,26428211224110.785,"55 45m 59.7546s N, 120 34m 17.9399s W",POINT (652345.6350452201 6182772.878323164)
3654,-120.66417,56.02239,-120.66409736821814,56.0182440883423,2,2.590962520381217,7699167721662.86,"56 1m 5.67872s N, 120 39m 50.7505s W",POINT (645601.386130719 6210571.796289178)
3703,-122.57307,57.24868000000001,-122.5713997150593,57.24245826636285,4,4.168363975351349,1788734827660264.2,"57 14m 32.8498s N, 122 34m 17.039s W",POINT (525866.8999044391 6344457.13149466)
3709,-120.37555,55.92436,-120.3696834209848,55.92105346142696,2,2.667930809050762,10043757388224.564,"55 55m 15.7925s N, 120 22m 10.8603s W",POINT (664359.8855554429 6200418.796704952)
3711,-120.94692,56.01416999999999,-120.9523133544976,56.00953757793524,4,3.06513331598907,39600436588889.766,"56 0m 34.3353s N, 120 57m 8.32808s W",POINT (627668.1102515705 6209032.965923217)
3747,-121.72362,56.32615,-121.72518799567275,56.32601477041501,0,2.580046117693241,7414283302105.776,"56 19m 33.6532s N, 121 43m 30.6768s W",POINT (578834.1402810604 6243095.019497774)
3751,-122.06401,56.33741,-122.0801953587479,56.341844796697714,8,2.4163702632108226,4212650162185.959,"56 20m 30.6413s N, 122 4m 48.7033s W",POINT (556857.8731528677 6244506.938467871)
3755,-122.16607,56.38134,-122.16867354899416,56.39266777980762,4,2.6203810038664783,8522588226991.974,"56 23m 33.604s N, 122 10m 7.22478s W",POINT (551320.3956722977 6250093.936118064)
3767,-120.1503,55.84287,-120.1470746717592,55.84822522350968,4,2.781459925549468,14865854859647.695,"55 50m 53.6108s N, 120 8m 49.4688s W",POINT (678600.1300232755 6192868.645079836)
3790,-117.77632,54.99753000000001,-117.7743766308774,54.99786543720442,0,2.3350202711620587,3180756378371.351,"54 59m 52.3156s N, 117 46m 27.7559s W",POINT (834134.4795201865 6107049.5967606455)
3792,-120.61144,55.91114,-120.61168036457612,55.912205540567335,5,2.294540161507133,2765732940432.824,"55 54m 43.9399s N, 120 36m 42.0493s W",POINT (649275.7161351833 6198885.620038374)
3806,-122.13651000000002,57.25301999999999,-122.11268720939796,57.24684884843256,10,2.391491283990305,3865778140660.85,"57 14m 48.6559s N, 122 6m 45.674s W",POINT (553544.0885739207 6345213.22543242)
3809,-120.63093,55.753780000000006,-120.62587493630348,55.75428528286965,8,3.0406916444546948,36394643251299.49,"55 45m 15.427s N, 120 37m 33.1498s W",POINT (648991.4394072898 6181285.021284303)
3822,-120.15371,55.60337,-120.14193132556277,55.57868035960906,6,2.8149729339279848,16690117758555.623,"55 34m 43.2493s N, 120 8m 30.9528s W",POINT (680158.8473062855 6162897.356533634)
3827,-121.84682,56.24547,-121.84908286772485,56.24399752901345,20,2.25455649299398,2408988570542.119,"56 14m 38.3911s N, 121 50m 56.6983s W",POINT (571325.4604620337 6233832.020311098)
3842,-122.051,56.76098,-122.0577808065632,56.76524053482736,32,2.4584308542054734,4871315757069.057,"56 45m 54.8659s N, 122 3m 28.0109s W",POINT (557596.7044773787 6291650.221989234)
3850,-117.61242,56.23177,-117.6047154002501,56.22850944003879,8,2.478526602537723,5221435334572.865,"56 13m 42.634s N, 117 36m 16.9754s W",POINT (834314.8191000151 6244612.677554266)
3931,-122.051,56.76098,-122.05568852672964,56.77221018661919,48,2.3151057755991302,2969331348896.812,"56 46m 19.9567s N, 122 3m 20.4787s W",POINT (557713.9027383394 6292427.741443335)
3936,-120.63093,55.753780000000006,-120.63084027969552,55.75306388400218,1,4.331094620220915,3137920455927654.5,"55 45m 11.03s N, 120 37m 51.025s W",POINT (648684.5451825366 6181138.464900661)
3964,-122.57314,57.24864,-122.56459337027265,57.24760208034006,11,2.457883940226204,4862122653934.672,"57 14m 51.3675s N, 122 33m 52.5361s W",POINT (526274.0138981988 6345032.337216195)
3969,-119.87773,56.11302,-119.8783101964696,56.11153825160568,7,2.413509269258297,4171227757828.3735,"56 6m 41.5377s N, 119 52m 41.9167s W",POINT (694095.5675178885 6222884.67947353)
3979,-122.39605,57.13016,-122.4655728958539,57.12104276500687,1,2.7432888746828854,13029666863811.312,"57 7m 15.754s N, 122 27m 56.0624s W",POINT (532359.6434839639 6330986.7120569)
4000,-122.25873,57.1568,-122.29268656832234,57.164699159143225,6,2.73385607040965,12612004168390.965,"57 9m 52.917s N, 122 17m 33.6716s W",POINT (542777.3490000169 6335941.565990126)
4002,-121.09203,56.02443,-121.08765821592328,56.02853700226878,1,2.782477481859588,14918193047137.768,"56 1m 42.7332s N, 121 5m 15.5696s W",POINT (619172.3796572468 6210905.268760605)
4007,-120.68746000000002,55.98725,-120.66723193611936,55.98160085673572,12,2.2810306106155056,2639647385179.07,"55 58m 53.7631s N, 120 40m 2.03497s W",POINT (645543.7343093491 6206488.166200618)
4016,-122.33017,57.01108000000001,-122.32625756602786,57.01306567951714,23,2.2941960048907366,2762447336411.5176,"57 0m 47.0364s N, 122 19m 34.5272s W",POINT (540913.6943430001 6319042.110475618)
4056,-119.86482,55.72548000000001,-119.86793591445723,55.7274132277055,11,2.9931644730420115,30884936272848.51,"55 43m 38.6876s N, 119 52m 4.56929s W",POINT (696676.8398822147 6180186.173881656)
4059,-120.11818999999998,55.62373,-120.12191396267998,55.62297350164926,10,2.9670186140367463,28218109931960.5,"55 37m 22.7046s N, 120 7m 18.8903s W",POINT (681215.8732425722 6167876.623097114)
4126,-120.59268,55.73644,-120.59056346361665,55.736963565658826,35,2.7294392708089403,12421067051864.2,"55 44m 13.0688s N, 120 35m 26.0285s W",POINT (651274.0080463974 6179434.362295778)
4141,-120.87184,56.0317,-120.87144299295306,56.032572688982775,11,2.383449047545644,3759876425119.647,"56 1m 57.2617s N, 120 52m 17.1948s W",POINT (632630.324571173 6211748.45641616)
4144,-120.58265,55.88173000000001,-120.58174092303165,55.90219884719305,14,2.718568014591415,11963328327389.662,"55 54m 7.91585s N, 120 34m 54.2673s W",POINT (651185.529765464 6197837.316653685)
4147,-121.10406,56.0164,-121.12681309423829,56.02074530616942,13,3.1941486478748016,61833377837513.41,"56 1m 14.6831s N, 121 7m 36.5271s W",POINT (616756.1897115564 6209971.380820797)
4149,-121.9321,56.70377,-121.9454943698646,56.7001131470393,1,2.8927925144976805,21836788700190.15,"56 42m 0.407329s N, 121 56m 43.7797s W",POINT (564571.9057989037 6284501.390737998)
4163,-119.39461,55.72205,-119.400307141523,55.72273363189285,4,2.5661611652963314,7067108319965.13,"55 43m 21.8411s N, 119 24m 1.10571s W",POINT (726055.2464601533 6181092.273684538)
4197,-122.10642,56.8309,-122.0599538151398,56.85529616069139,2,2.443903191203663,4632919848693.194,"56 51m 19.0662s N, 122 3m 35.8337s W",POINT (557326.2345743091 6301672.122444211)
4198,-122.16896,56.95035,-122.16058923994716,56.94758517242606,9,2.552498724313136,6741368795914.921,"56 56m 51.3066s N, 122 9m 38.1213s W",POINT (551063.3495795261 6311864.899582812)
4219,-121.73985,56.23303000000001,-121.73879095748173,56.2324483638978,9,2.7635009958730685,13971772124554.19,"56 13m 56.8141s N, 121 44m 19.6474s W",POINT (578183.671624021 6232666.330206689)
4221,-122.54328999999998,57.19168000000001,-122.54442855860376,57.191836550476665,11,2.654762324095248,9597176593510.064,"57 11m 30.6116s N, 122 32m 39.9428s W",POINT (527532.3207342053 6338832.5978233805)
4252,-122.14558,57.24875,-122.14237090647866,57.25479534693704,6,2.420262702645727,4269667483023.8975,"57 15m 17.2632s N, 122 8m 32.5353s W",POINT (551741.7723215991 6346074.846675984)
4254,-120.65468,55.84936,-120.65516881412188,55.84907724768773,21,2.6469473020320518,9341593242645.928,"55 50m 56.6781s N, 120 39m 18.6077s W",POINT (646796.253049442 6191768.914556758)
4267,-122.04291,56.37704,-122.042061625334,56.37539690768621,1,2.5033891708823743,5689626481594.688,"56 22m 31.4289s N, 122 2m 31.4219s W",POINT (559163.050661043 6248273.367409112)
4281,-122.20798,56.77352,-122.20910351192715,56.77198808779138,0,3.0114165119652267,32894611984407.65,"56 46m 19.1571s N, 122 12m 32.7726s W",POINT (548338.1171930813 6292284.247090802)
4289,-120.58976,55.91716,-120.58294763380184,55.91691223235324,45,2.40367618527454,4031942016812.455,"55 55m 0.884036s N, 120 34m 58.6115s W",POINT (651052.8806174317 6199471.674095875)
4338,-120.56486,55.92133000000001,-120.56454359983958,55.92791757822393,15,2.972386062826127,28746110736097.168,"55 55m 40.5033s N, 120 33m 52.357s W",POINT (652159.6425942354 6200736.465821533)
4342,-120.68152,55.78137,-120.6949898386535,55.7832556395116,16,2.846464685013681,18607885606021.004,"55 46m 59.7203s N, 120 41m 41.9634s W",POINT (644547.64366227 6184361.80777062)
4345,-118.76197,54.52909,-118.76498776110542,54.52824936384876,1,2.442069803827956,4603675520022.898,"54 31m 41.6977s N, 118 45m 53.9559s W",POINT (773995.1929431993 6050550.607617199)
4354,-122.28728,56.90566999999999,-122.28780927612004,56.90596560236271,10,3.3956507289438664,124015535647695.1,"56 54m 21.4762s N, 122 17m 16.1134s W",POINT (543372.6853665272 6307144.367443221)
4383,-122.06808,57.37767,-122.01456342905156,57.37305718089005,5,2.463457975255793,4956635270128.314,"57 22m 23.0059s N, 122 0m 52.4283s W",POINT (559261.6759729015 6359343.369641104)
4393,-120.66091000000002,55.89743000000001,-120.7343639329862,55.88987278303578,0,2.356183997951627,3421968417137.771,"55 53m 23.542s N, 120 44m 3.71016s W",POINT (641690.6296271044 6196142.79961609)
4398,-121.0972,56.03122,-121.09614033474097,56.03495373162359,13,2.846127622168091,18586235397399.094,"56 2m 5.83343s N, 121 5m 46.1052s W",POINT (618624.1840080987 6211604.687056989)
4407,-119.74273,55.80618000000001,-119.7303267795746,55.81076221577804,10,2.3134948571115674,2952856116546.714,"55 48m 38.744s N, 119 43m 49.1764s W",POINT (704876.7179402523 6189855.9768338185)
4431,-121.09342,56.0326,-121.09340708288916,56.03234752140067,1,2.5933998637003373,7764255092001.186,"56 1m 56.4511s N, 121 5m 36.2655s W",POINT (618802.4683265098 6211319.379402795)
4438,-121.94162,56.74736,-121.94074461347095,56.752276072483376,29,2.2763834222222896,2597617092609.9487,"56 45m 8.19386s N, 121 56m 26.6806s W",POINT (564772.9910779754 6290311.757823119)
4458,-122.35777,57.04637,-122.35499724740468,57.04670449251867,1,2.403606251130213,4030968243110.698,"57 2m 48.1362s N, 122 21m 17.9901s W",POINT (539133.1129138939 6322769.700113607)
4492,-122.01324,56.98979,-122.01250240930752,56.98905787175698,19,2.772300223669323,14402912938283.615,"56 59m 20.6083s N, 122 0m 45.0087s W",POINT (560004.7808619748 6316601.529661212)
4538,-117.47037,55.89907,-117.46524629586698,55.894261135740734,9,2.707644554982193,11520380741057.434,"55 53m 39.3401s N, 117 27m 54.8867s W",POINT (845932.1745770588 6208163.513319771)
4593,-122.01324,56.98979,-121.94580330144248,56.97528903777947,1,2.9717131414475206,28679376948503.395,"56 58m 31.0405s N, 121 56m 44.8919s W",POINT (564081.1847507457 6315129.5150803765)
4616,-122.14558,57.24875,-122.14854040651724,57.24888125280703,4,2.353585974797124,3391399581157.188,"57 14m 55.9725s N, 122 8m 54.7455s W",POINT (551377.7993749476 6345411.851409954)
4617,-120.59268,55.73644,-120.58977725251128,55.74866054071314,2,2.812735575991066,16561640908644.8,"55 44m 55.1779s N, 120 35m 23.1981s W",POINT (651278.0854139046 6180737.444069528)
4618,-122.05317,56.62461999999999,-122.05194248692352,56.62799192132328,0,2.727154538130547,12323435807490.287,"56 37m 40.7709s N, 122 3m 6.99295s W",POINT (558164.8612175136 6276378.848150462)
4621,-121.96688,57.39982,-121.97145469921884,57.39961203510757,12,3.2298268042943783,69942347796787.33,"57 23m 58.6033s N, 121 58m 17.2369s W",POINT (561809.3109140061 6362337.691324715)
4629,-121.07718,55.96814000000001,-121.0725778692163,55.96603889921622,4,3.01975661818014,33855943969029.258,"55 57m 57.74s N, 121 4m 21.2803s W",POINT (620306.0330394614 6203976.996062355)
4633,-120.34641,55.98228,-120.34443950861107,55.98412343293117,1,3.5385773378629457,203173006300899.0,"55 59m 2.84436s N, 120 20m 39.9822s W",POINT (665667.2229423043 6207495.7414225)
4642,-118.34198,55.51296,-118.33349518662068,55.511834028504026,3,2.7329141900079565,12571042221050.27,"55 30m 42.6025s N, 118 20m 0.582672s W",POINT (794580.5519700396 6161646.984255335)
4651,-120.1503,55.84287,-120.14611268663592,55.8344178873144,7,2.614708544905455,8357238905255.754,"55 50m 3.90439s N, 120 8m 46.0057s W",POINT (678723.6947934786 6191335.153254883)
4668,-121.92205,57.3547,-121.95575738486178,57.35595680479657,4,2.3290800434561256,3116162272066.992,"57 21m 21.4445s N, 121 57m 20.7266s W",POINT (562827.1827730282 6357492.613724278)
4669,-121.91948,57.29555,-121.89597509877488,57.28629691007643,1,2.287752481510253,2701647741765.441,"57 17m 10.6689s N, 121 53m 45.5104s W",POINT (566549.5981927281 6349795.382030131)
4688,-119.78483,55.56059000000001,-119.78669179462132,55.5601440739287,25,2.744881083379472,13101518217588.22,"55 33m 36.5187s N, 119 47m 12.0905s W",POINT (702638.8932050582 6161814.886552925)
4692,-122.03246,56.57419,-122.03602793131203,56.57366487997062,20,2.295119697119866,2771274500472.6475,"56 34m 25.1936s N, 122 2m 9.70055s W",POINT (559226.1490967374 6270345.747847264)
4705,-119.80973,55.72554,-119.79321267492617,55.72505422177725,2,3.4685936505444586,159547673521056.5,"55 43m 30.1952s N, 119 47m 35.5656s W",POINT (701379.434547531 6180138.414760194)
4738,-120.52845,56.0185,-120.52803933222138,56.0108704128044,12,2.545961744556412,6590868046009.942,"56 0m 39.1335s N, 120 31m 40.9416s W",POINT (654109.5973074514 6210046.571690423)
4743,-121.72362,56.32615,-121.72222377706235,56.32930856028849,6,2.429263046258092,4404479260856.872,"56 19m 45.5108s N, 121 43m 20.0056s W",POINT (579010.6306933422 6243464.992341347)
4755,-120.59082,55.957330000000006,-120.6924273969504,55.95325503776925,6,2.333624062520558,3165454634069.089,"55 57m 11.7181s N, 120 41m 32.7386s W",POINT (644077.404916723 6203281.544969529)
4793,-122.29094,56.86173,-122.27829305440184,56.85946114166717,25,2.3494426906616903,3343212916172.03,"56 51m 34.0601s N, 122 16m 41.855s W",POINT (544006.8282983991 6301974.046639411)
4819,-120.98294,56.16242,-120.99293962656547,56.16326443886913,2,2.3204301024471534,3024441256605.922,"56 9m 47.752s N, 120 59m 34.5827s W",POINT (624638.081852235 6226064.3005373385)
4820,-121.14252,56.00791,-121.12719015493543,56.00213135911199,11,2.579170763320542,7391901055344.951,"56 0m 7.67289s N, 121 7m 37.8846s W",POINT (616788.8465081295 6207899.4723710595)
4827,-122.04591,56.76232,-122.04398412558082,56.75643471367629,10,3.0210287961627893,34005032499122.64,"56 45m 23.165s N, 122 2m 38.3429s W",POINT (558453.7273645584 6290681.777419497)
4837,-122.19521,56.77346,-122.1989141820552,56.77394645572255,2,2.358508085682164,3449547492043.7603,"56 46m 26.2072s N, 122 11m 56.0911s W",POINT (548958.3043434768 6292509.464385242)
4854,-120.53241,56.35957,-120.53259343882462,56.35963638279159,12,2.5015119186509693,5652855421137.464,"56 21m 34.691s N, 120 31m 57.3364s W",POINT (652436.4873314649 6248840.608311713)
4891,-122.2965,56.86066,-122.29342441314152,56.863484365584455,1,2.7922332467154374,15429429559074.863,"56 51m 48.5437s N, 122 17m 36.3279s W",POINT (543079.5724441858 6302412.2398340115)
4893,-121.84923,57.06681999999999,-121.79046772262517,57.04725088991872,9,2.41817977327383,4239060939570.485,"57 2m 50.1032s N, 121 47m 25.6838s W",POINT (573381.1479829147 6323295.667326666)
4953,-122.75627,57.364,-122.75293464054464,57.36661175966905,3,3.3979485961937423,125003707586133.2,"57 21m 59.8023s N, 122 45m 10.5647s W",POINT (514860.781772601 6358223.61390007)
4971,-121.10323,56.01544000000001,-121.10106489623078,56.01529843440751,8,2.5253943817767013,6138914328933.887,"56 0m 55.0744s N, 121 6m 3.83363s W",POINT (618377.5253722947 6209409.100197908)
4987,-120.53241,56.35957,-120.52872631315178,56.3697039400976,4,2.348587931078212,3333357520826.2627,"56 22m 10.9342s N, 120 31m 43.4147s W",POINT (652635.0907470277 6249969.339699993)
5033,-120.66411,56.02519,-120.66997070452372,56.02594477159219,3,2.425832235941253,4352595952928.929,"56 1m 33.4012s N, 120 40m 11.8945s W",POINT (645206.4554658036 6211416.233605226)
5077,-118.36544,54.96001,-118.35899385260134,54.971545636765846,1,2.743833324104923,13054191704896.969,"54 58m 17.5643s N, 118 21m 32.3779s W",POINT (796977.5137999023 6101483.122312989)
5086,-122.13651000000002,57.25301999999999,-122.13766647440308,57.25326881315139,1,2.323849273385981,3060369817069.252,"57 15m 11.7677s N, 122 8m 15.5993s W",POINT (552027.7385850206 6345908.5043296125)
5117,-121.94537,56.22367,-121.9508937509204,56.21686705483112,20,2.2522444197650877,2389827914650.935,"56 13m 0.721397s N, 121 57m 3.2175s W",POINT (565062.2104973403 6230711.830843384)
5131,-120.84794,55.905330000000006,-120.85383013353548,55.90589483724306,8,2.7421458093488003,12978327049108.855,"55 54m 21.2214s N, 120 51m 13.7885s W",POINT (634165.3444343517 6197687.280933103)
5139,-119.80503,55.78554000000001,-119.83767634826438,55.78913391247057,5,2.298473836081363,2803565804055.956,"55 47m 20.8821s N, 119 50m 15.6349s W",POINT (698262.7203912088 6187137.7144915275)
5144,-121.99162,56.82223000000001,-122.00355027398926,56.82615086993025,2,2.4001595456302853,3983266083969.24,"56 49m 34.1431s N, 122 0m 12.781s W",POINT (560812.9556713479 6298476.756415893)
5208,-120.54428,55.85339000000001,-120.54750517643484,55.8540393455681,16,2.3422732656653307,3261443793825.425,"55 51m 14.5416s N, 120 32m 51.0186s W",POINT (653515.391177153 6192554.584997529)
5268,-121.83387,56.20417,-121.82856857362984,56.2016904604741,13,2.6086310217950874,8183640306613.429,"56 12m 6.08566s N, 121 49m 42.8469s W",POINT (572676.7479782228 6229144.985572796)
5289,-121.24483,56.07694,-121.24485924792045,56.07689947728844,4,2.581495403869621,7451489705651.104,"56 4m 36.8381s N, 121 14m 41.4933s W",POINT (609240.4028776096 6216026.904535585)
5294,-121.10256,56.10296999999999,-121.10341911542436,56.10417467078393,11,2.7077111999661776,11523032849224.102,"56 6m 15.0288s N, 121 6m 12.3088s W",POINT (617959.0971185927 6219294.810960552)
5332,-122.49951,57.17287,-122.50157148960815,57.1805134540715,4,2.8809007767356705,20958064138387.414,"57 10m 49.8484s N, 122 30m 5.65736s W",POINT (530131.5643833118 6337590.2690726565)
5333,-120.85412,56.03844,-120.8690711781763,56.03122295201418,0,2.4890444023356038,5414602799908.978,"56 1m 52.4026s N, 120 52m 8.65624s W",POINT (632782.7212603543 6211602.829871998)
5341,-122.21554,56.98276,-122.215471825297,56.978328406807925,16,2.312437080537153,2942087743622.0435,"56 58m 41.9823s N, 122 12m 55.6986s W",POINT (547685.5157036355 6315247.283986075)
5370,-120.27858,55.69008,-120.27551057818076,55.69325670794401,12,2.334773801122765,3178049824664.047,"55 41m 35.7241s N, 120 16m 31.8381s W",POINT (671240.3163589883 6175304.850915453)
5381,-120.58976,55.91716,-120.5862696019474,55.91600908410557,1,2.389267000967449,3836193467447.13,"55 54m 57.6327s N, 120 35m 10.5706s W",POINT (650848.8290630337 6199363.939390361)
5389,-122.11055,56.37300000000001,-122.10003132608334,56.36595058700144,0,2.3545299294161275,3402474618115.718,"56 21m 57.4221s N, 122 6m 0.112774s W",POINT (555596.6637952896 6247173.666042802)
5467,-121.89908,57.02642,-121.89497269763784,57.034465481156,1,2.394966574205738,3912459557202.4927,"57 2m 4.07573s N, 121 53m 41.9017s W",POINT (567064.3006565992 6321765.085685129)
5478,-122.08314,56.27363,-122.0684754994424,56.267115627990194,13,2.434807924044158,4489643798073.828,"56 16m 1.61626s N, 122 4m 6.5118s W",POINT (557694.8276466873 6236199.536594866)
5490,-120.32205,55.91998,-120.3229045311294,55.92073497223166,12,2.713574002725802,11758745858954.217,"55 55m 14.6459s N, 120 19m 22.4563s W",POINT (667283.5331796927 6200495.549012279)
5506,-120.08293,55.85343,-120.09176413643364,55.86284681188747,20,2.409367201867439,4111978192962.703,"55 51m 46.2485s N, 120 5m 30.3509s W",POINT (681993.2286118851 6194639.313911386)
5553,-120.66313,56.0029,-120.65990945278377,56.00316986575573,3,2.644979332539013,9278312564948.758,"56 0m 11.4115s N, 120 39m 35.674s W",POINT (645919.2011281981 6208903.433381525)
5563,-122.051,56.76098,-122.03557956726496,56.76872264359325,42,2.325431346708613,3077138330402.598,"56 46m 7.40152s N, 122 2m 8.08644s W",POINT (558948.3311746455 6292056.685958318)
5572,-122.02401,57.3443,-122.0168466829263,57.34786197540093,5,2.3505230797465213,3355711526132.1816,"57 20m 52.3031s N, 122 1m 0.648059s W",POINT (559164.9014961302 6356536.780550779)
5587,-120.18767,55.55712,-120.19560602648932,55.56477710736263,11,2.308602497158094,2903379096699.279,"55 33m 53.1976s N, 120 11m 44.1817s W",POINT (676838.9286125646 6161212.752665618)
5591,-120.34913,55.72472,-120.34856105714124,55.72546042387105,3,2.645755726250629,9303226388319.256,"55 43m 31.6575s N, 120 20m 54.8198s W",POINT (666513.0679726691 6178709.45519395)
5596,-122.1018,56.83185,-122.12464685943944,56.81810309766096,22,4.513064810675356,5882977887721281.0,"56 49m 5.17115s N, 122 7m 28.7287s W",POINT (553434.1777514139 6297479.933309221)
5618,-122.8465,57.3695,-122.84604917779488,57.36943370072922,12,2.598562832158693,7903951164320.869,"57 22m 9.96132s N, 122 50m 45.777s W",POINT (509259.3140660137 6358521.251297481)
5631,-121.86754,57.08497,-121.87663340222868,57.081988801018326,19,2.6436366442923576,9235384184242.504,"57 4m 55.1597s N, 121 52m 35.8802s W",POINT (568090.2090287114 6327072.955110332)
5642,-122.24257,56.89443000000001,-122.20203593757395,56.88318965316007,1,2.4415757840676298,4595827040816.464,"56 52m 59.4828s N, 122 12m 7.32938s W",POINT (548625.7632868616 6304666.871619971)
5681,-122.06338,56.34137,-122.05524311167665,56.33891223652672,8,3.5948376014806414,246749568696173.1,"56 20m 20.0841s N, 122 3m 18.8752s W",POINT (558404.7271824324 6244201.442634386)
5709,-122.28937,57.03586,-122.26816760015326,57.03236336798992,12,2.632307963303897,8881001531538.36,"57 1m 56.5081s N, 122 16m 5.40336s W",POINT (544418.1739068688 6321226.470506773)
5720,-120.97151,56.11261999999999,-120.96707214339884,56.112078692791535,6,2.3428924129584456,3268425720251.7305,"56 6m 43.4833s N, 120 58m 1.45972s W",POINT (626412.0732052634 6220415.749072379)
5757,-122.01947,56.28794,-122.02225917091864,56.30146256983662,11,2.3980930600281463,3954937184215.357,"56 18m 5.26525s N, 122 1m 20.133s W",POINT (560502.9081871328 6240061.887114828)
5774,-122.84319,57.53016,-122.84437805509364,57.52728974929122,17,3.124707017544986,48647499952673.12,"57 31m 38.2431s N, 122 50m 39.761s W",POINT (509319.5906499406 6376094.514012526)
5783,-122.23603,57.04,-122.14987250618508,57.04953918596972,2,2.3950018314365544,3912936022693.085,"57 2m 58.3411s N, 122 8m 59.541s W",POINT (551574.0278103689 6323221.491202287)
5785,-120.11856,55.70175,-120.1234125848836,55.69470984609117,32,2.595676562603213,7825549518322.037,"55 41m 40.9554s N, 120 7m 24.2853s W",POINT (680790.4572357107 6175852.667894384)
5786,-120.66406,56.01715,-120.64550062106224,56.01199839239323,17,2.746977206923815,13196714171502.25,"56 0m 43.1942s N, 120 38m 43.8022s W",POINT (646784.0060286155 6209916.242762854)
5814,-119.88991,55.68796,-119.8931670011961,55.68968575978793,0,2.3864047060206963,3798455641215.956,"55 41m 22.8687s N, 119 53m 35.4012s W",POINT (695281.2191175928 6175918.335213348)
5819,-119.86482,55.72548000000001,-119.94584747951072,55.72234512070243,8,2.596694717169103,7853117142818.798,"55 43m 20.4424s N, 119 56m 45.0509s W",POINT (691810.9845147335 6179404.0315934345)
5833,-120.39661,55.96454,-120.39981814987593,55.96456305779757,1,2.9833495163922428,29855494894690.28,"55 57m 52.427s N, 120 23m 59.3453s W",POINT (662295.2274233877 6205188.17304552)
5866,-120.56083,55.81954,-120.57518434551748,55.81791639051953,7,2.4976829664036244,5578590072114.017,"55 49m 4.49901s N, 120 34m 30.6636s W",POINT (651924.0007394275 6188474.580027596)
5868,-119.19323,55.1592,-119.1951749037637,55.160248515356415,13,2.472817004606312,5119475947356.181,"55 9m 36.8947s N, 119 11m 42.6297s W",POINT (742356.2225599441 6119232.611396697)
5892,-120.60414,55.91193000000001,-120.5972533391807,55.91328067574501,9,2.278133510992046,2613366179779.9634,"55 54m 47.8104s N, 120 35m 50.112s W",POINT (650173.0871457823 6199036.473548932)
5908,-122.28081,56.82636,-122.29442244477042,56.83048497021556,18,2.4892228797889078,5417941602767.05,"56 49m 49.7459s N, 122 17m 39.9208s W",POINT (543056.5960796215 6298738.475554889)
5910,-120.32286,55.94977,-120.31649572697332,55.95732423323885,3,2.731684923093998,12517782020012.764,"55 57m 26.3672s N, 120 18m 59.3846s W",POINT (667525.8329575155 6204581.654027845)
5941,-122.324,56.89222,-122.32785740602364,56.89143466902284,17,2.278040486296378,2612526650774.477,"56 53m 29.1648s N, 122 19m 40.2867s W",POINT (540949.6812185523 6305502.238135413)
5955,-120.05106,55.56433000000001,-120.0365759022133,55.56973381274075,6,3.474152995038372,162640796520246.56,"55 34m 11.0417s N, 120 2m 11.6732s W",POINT (686840.3394095718 6162180.639356556)
5958,-122.02328,57.02619,-122.03046422493674,57.02834754647923,6,2.316079759241818,2979337060177.4385,"57 1m 42.0512s N, 122 1m 49.6712s W",POINT (558851.3068068525 6320959.19263559)
5976,-120.32205,55.91998,-120.30889771079332,55.91567685405313,23,2.2594303827742475,2449884297836.398,"55 54m 56.4367s N, 120 18m 32.0318s W",POINT (668180.4443158526 6199966.808632533)
5988,-120.17833,55.84048000000001,-120.17798926149209,55.84068407164073,11,2.51485342110228,5919433304724.552,"55 50m 26.4627s N, 120 10m 40.7613s W",POINT (676699.6027998109 6191950.375903524)
5992,-120.58506,56.04239000000001,-120.5832921878709,56.035841394251634,28,2.2761532926113124,2595553224224.028,"56 2m 9.02902s N, 120 34m 59.8519s W",POINT (650568.5029605592 6212702.964927564)
6036,-120.95165,56.0856,-120.92797472055946,56.09453002774397,32,2.529719131040971,6231300518101.526,"56 5m 40.3081s N, 120 55m 40.709s W",POINT (628901.4827413865 6218535.395083939)
6039,-122.33017,57.01108000000001,-122.33980871028008,57.020943100697664,15,2.476250168319409,5180542638035.155,"57 1m 15.3952s N, 122 20m 23.3114s W",POINT (540082.3266986124 6319910.931689511)
