,wellLon,wellLat,eqLon,eqLat,eqNr,mag,M0Synt,syntLoc,geometry
1148,-122.28728,56.90566999999999,-122.27484731933636,56.90863998925648,50,2.342931001479424,3268861365159.679,"56 54m 31.104s N, 122 16m 29.4503s W",POINT (544158.8999864435 6307450.349096226)
1191,-120.6889,55.92916,-120.68757584947994,55.92786144617036,28,2.4964300005266318,5554500379660.271,"55 55m 40.3012s N, 120 41m 15.2731s W",POINT (644474.7787012851 6200466.314275676)
1205,-121.27178,56.29143000000001,-121.27693341506466,56.27760488348447,15,2.3848107232548696,3777601001582.688,"56 16m 39.3776s N, 121 16m 36.9603s W",POINT (606686.1536653137 6238311.390694381)
1231,-120.60243,55.73654000000001,-120.6028433308322,55.73696706026052,8,2.6281998196926413,8755878561322.437,"55 44m 13.0814s N, 120 36m 10.236s W",POINT (650503.1807431233 6179408.014117703)
1257,-122.06808,57.37767,-122.06894241274868,57.381373211436994,28,2.402216564871145,4011666735163.612,"57 22m 52.9436s N, 122 4m 8.19269s W",POINT (555978.9138869483 6360223.011336605)
1300,-120.32373,55.94549,-120.29435870424442,55.95602360607589,1,2.430212067607644,4418939965644.308,"55 57m 21.685s N, 120 17m 39.6913s W",POINT (668913.0873929171 6204490.838394405)
1306,-121.20783,56.01416,-121.20529739759525,55.99883894940132,12,2.739171932779062,12845703665844.674,"55 59m 55.8202s N, 121 12m 19.0706s W",POINT (611928.187621035 6207403.8334317915)
1321,-120.5463,55.70542,-120.54286144098036,55.70233452764045,15,2.714598063512961,11800409954690.256,"55 42m 8.4043s N, 120 32m 34.3012s W",POINT (654404.8702621084 6175686.873953565)
1388,-121.65386,56.27309,-121.65747004155504,56.26252547812295,5,3.697829955557571,352163979916560.44,"56 15m 45.0917s N, 121 39m 26.8921s W",POINT (583159.2750885175 6236108.846588765)
1403,-117.10193999999998,55.55576,-117.10363855003811,55.51657044399998,29,3.5307679116234967,197766108295094.84,"55 30m 59.6536s N, 117 6m 13.0988s W",POINT (872083.8620555146 6168081.915085474)
1419,-120.69044,56.03913000000001,-120.69003591609874,56.04718754756821,8,3.041317409121369,36473388590821.66,"56 2m 49.8752s N, 120 41m 24.1293s W",POINT (643877.1790881553 6213737.785737328)
1447,-122.83673,57.63819,-122.84816933605492,57.642428701780645,13,2.9036974740318824,22674943367491.336,"57 38m 32.7433s N, 122 50m 53.4096s W",POINT (509063.8715268038 6388911.911974018)
1465,-120.19527,55.61946,-120.19380637945989,55.61606805583552,5,3.2207280859516585,67778527413365.06,"55 36m 57.845s N, 120 11m 37.703s W",POINT (676721.6418132912 6166923.025513496)
1470,-121.69734,57.06294000000001,-121.7392854111915,57.04818584531231,6,2.961365071617549,27672449745953.887,"57 2m 53.469s N, 121 44m 21.4275s W",POINT (576484.2071221955 6323455.907045273)
1489,-121.99788,56.22609,-122.0025368248951,56.22242410922039,10,2.293976029948368,2760349318474.29,"56 13m 20.7268s N, 122 0m 9.13257s W",POINT (561850.6487387064 6231282.75758317)
1503,-121.48902,57.03386,-121.493168691495,57.03045159903349,0,2.2871125303662687,2695682849352.6323,"57 1m 49.6258s N, 121 29m 35.4073s W",POINT (591457.7306158213 6321784.710836269)
1505,-122.07052,57.20583000000001,-122.03342396744668,57.217320079813206,6,2.727057205209418,12319293660420.146,"57 13m 2.35229s N, 122 2m 0.326283s W",POINT (558373.6080580181 6341991.373616652)
1512,-122.06106,56.34247,-122.06111373379302,56.34247928568003,4,2.810883627534188,16456044053084.848,"56 20m 32.9254s N, 122 3m 40.0094s W",POINT (558036.4033732451 6244593.4813744305)
1525,-118.45966,54.91311,-118.45601684898207,54.91509948902962,2,2.258343056058532,2440701028098.8125,"54 54m 54.3582s N, 118 27m 21.6607s W",POINT (791181.7227598154 6094800.567650681)
1528,-121.83387,56.20417,-121.83118185546374,56.20856776116785,1,2.3850130677199344,3780241987765.211,"56 12m 30.8439s N, 121 49m 52.2547s W",POINT (572501.648634963 6229907.623698203)
1532,-122.16772,56.37948000000001,-122.16674277162508,56.3723251324906,0,2.958835638093998,27431746397802.04,"56 22m 20.3705s N, 122 10m 0.273978s W",POINT (551467.007708193 6247831.248163848)
1557,-122.00159,56.35776,-122.002105366215,56.35607628932818,10,3.6003214602385047,251467688846626.97,"56 21m 21.8746s N, 122 0m 7.57932s W",POINT (561661.8720193118 6246158.1064806115)
1558,-121.22093999999998,56.4921,-121.22176258154052,56.49202291065892,5,3.093877980332065,43733775425281.21,"56 29m 31.2825s N, 121 13m 18.3453s W",POINT (609484.8052973708 6262259.41586659)
1574,-121.81508,56.28641,-121.81783686385182,56.28747900747508,7,2.401334749095598,3999467054435.62,"56 17m 14.9244s N, 121 49m 4.21271s W",POINT (573178.711337313 6238703.987681961)
1577,-120.95183,56.09701,-120.94314571432014,56.09503418173229,5,2.3866243702696504,3801338598086.128,"56 5m 42.1231s N, 120 56m 35.3246s W",POINT (627956.1708694948 6218563.261985305)
1589,-122.1283,56.91092,-122.13792366151176,56.92405885482992,21,2.588948824702737,7645805344272.171,"56 55m 26.6119s N, 122 8m 16.5252s W",POINT (552475.1319248835 6309263.367081229)
1601,-119.90001,55.88646,-119.8987325078733,55.88930942928628,1,2.280232188108678,2632378179532.934,"55 53m 21.5139s N, 119 53m 55.437s W",POINT (693936.6136148216 6198107.50929066)
1602,-120.52845,56.0185,-120.51608787472703,56.007820496580685,4,2.9625707718019574,27787927537988.36,"56 0m 28.1538s N, 120 30m 57.9163s W",POINT (654866.7179315996 6209733.971868146)
1619,-121.99159,56.83006,-121.98953976480549,56.83042239901703,0,2.556289184725903,6830205604076.715,"56 49m 49.5206s N, 121 59m 22.3432s W",POINT (561660.9574087847 6298964.735452692)
1628,-122.11722,56.74624,-122.11123598911152,56.744320969051685,12,2.263925706960746,2488218761746.5083,"56 44m 39.5555s N, 122 6m 40.4496s W",POINT (554359.3720678453 6289278.083456813)
1634,-122.24244,57.33843,-122.23116271659984,57.33173761372601,2,2.383602891374729,3761874795517.262,"57 19m 54.2554s N, 122 13m 52.1858s W",POINT (546288.2849413069 6354575.829775051)
1635,-121.73436,57.04301,-121.73644654117768,57.04306820077605,3,2.8921590014554326,21789060370984.848,"57 2m 35.0455s N, 121 44m 11.2075s W",POINT (576666.9649295557 6322889.47090424)
1636,-120.16553,55.90535,-120.14406708171524,55.884256190070026,5,2.576915534911062,7334547109341.608,"55 53m 3.32228s N, 120 8m 38.6415s W",POINT (678622.8443044068 6196884.628739382)
1651,-122.12944,56.65906999999999,-122.13779050890346,56.6619904977286,4,2.372595254789581,3621536629647.713,"56 39m 43.1658s N, 122 8m 16.0458s W",POINT (552850.541573964 6280093.536047306)
1657,-119.02481,56.10626,-119.0271126981324,56.110127127078336,10,2.915706607710293,23635234282143.863,"56 6m 36.4577s N, 119 1m 37.6057s W",POINT (747000.3608407838 6225449.835890404)
1666,-119.50511000000002,55.69338000000001,-119.5084886421167,55.69544042992949,9,2.4807230908721705,5261197878358.051,"55 41m 43.5855s N, 119 30m 30.5591s W",POINT (719417.753719276 6177709.143499032)
1678,-122.29094,56.86173,-122.3315383501662,56.88287112152975,12,2.329497649453826,3120660142931.28,"56 52m 58.336s N, 122 19m 53.5381s W",POINT (540734.7424343162 6304546.829765942)
1705,-120.16428,55.84121,-120.19237930309755,55.84636839418913,0,2.2891288214923904,2714521165369.106,"55 50m 46.9262s N, 120 11m 32.5655s W",POINT (675773.1782875395 6192546.081255349)
1719,-122.36567,57.30695,-122.35877943162753,57.31069509039762,11,3.2468723793146044,74183713406679.62,"57 18m 38.5023s N, 122 21m 31.606s W",POINT (538627.2614923429 6352153.825070239)
1731,-117.35503,54.4744,-117.35266227064322,54.46749787620588,3,2.268933798082927,2531632702870.698,"54 28m 2.99235s N, 117 21m 9.58417s W",POINT (865827.6436034967 6050229.334191931)
1742,-121.71251,56.30511,-121.71482399398548,56.30412711195317,4,2.916799979916431,23724658505358.883,"56 18m 14.8576s N, 121 42m 53.3664s W",POINT (579520.4799694219 6240671.009573034)
1746,-119.02481,56.10626,-118.99641256966947,56.12695229117609,1,3.661645786002937,310791175436858.4,"56 7m 37.0282s N, 118 59m 47.0853s W",POINT (748799.1520298639 6227431.133088171)
1749,-122.16607,56.38134,-122.1673862509448,56.3840145171529,7,2.64091006425354,9148820280206.115,"56 23m 2.45226s N, 122 10m 2.5905s W",POINT (551411.5190427897 6249131.790941225)
1751,-121.39152,57.07341,-121.39498776661532,57.07716556269498,15,2.629145310584792,8784518582720.24,"57 4m 37.796s N, 121 23m 41.956s W",POINT (597293.9921641509 6327119.688525851)
1768,-122.10104,57.3907,-122.11319999930625,57.39105077851546,3,2.325457212649368,3077413247434.1665,"57 23m 27.7828s N, 122 6m 47.52s W",POINT (553304.0158351236 6361264.729102318)
1780,-118.37546,54.94239,-118.37846343668402,54.94395674250717,7,2.373376718817217,3631324654224.4775,"54 56m 38.2443s N, 118 22m 42.4684s W",POINT (795935.5445306597 6098333.908198047)
1781,-120.15963,55.87826,-120.15796483998427,55.879343504833166,10,3.1005945127351526,44760174306467.4,"55 52m 45.6366s N, 120 9m 28.6734s W",POINT (677776.3423503389 6196302.317976947)
1808,-120.66406,56.01715,-120.6774272952668,56.03581672049631,5,2.2606631094726444,2460337375979.185,"56 2m 8.94019s N, 120 40m 38.7383s W",POINT (644704.9130538865 6212498.969669467)
1816,-120.89845,56.06971,-120.9068546482108,56.07356351504223,7,2.31223591788885,2940044316987.554,"56 4m 24.8287s N, 120 54m 24.6767s W",POINT (630285.9099060622 6216242.081415125)
1832,-119.89257,55.77719,-119.9197274493154,55.767989074260015,2,3.237655356940924,71859308785521.56,"55 46m 4.76067s N, 119 55m 11.0188s W",POINT (693225.0095856885 6184553.787393324)
1860,-122.33392,57.04778,-122.32611643699768,57.05275396269087,28,3.076672998785419,41210653191837.305,"57 3m 9.91427s N, 122 19m 34.0192s W",POINT (540878.668757689 6323460.008357561)
1866,-122.018,56.20973000000001,-121.98779365371998,56.19868818533274,1,2.6555275102086653,9622574126302.066,"56 11m 55.2775s N, 121 59m 16.0572s W",POINT (562803.5964348529 6228654.407242284)
1885,-120.61732,55.91623000000001,-120.58416147066146,55.92030039212368,5,2.6619972882442187,9840018894847.797,"55 55m 13.0814s N, 120 35m 2.98129s W",POINT (650963.8667601645 6199845.98673135)
1918,-122.0069,56.67433000000001,-122.01438856286764,56.67372248437081,6,2.2989877807228773,2808546838670.345,"56 40m 25.4009s N, 122 0m 51.7988s W",POINT (560395.6198549485 6281501.246793598)
1920,-122.7716,57.44852,-122.76179842972093,57.45012980571858,18,2.4392453556851,4558983637868.464,"57 27m 0.467301s N, 122 45m 42.4743s W",POINT (514295.0667104297 6367519.12664369)
1923,-120.60243,55.73654000000001,-120.60127701095249,55.73811871763939,4,2.496438979300428,5554672636197.702,"55 44m 17.2274s N, 120 36m 4.59724s W",POINT (650597.0636555906 6179539.546614726)
1929,-121.10323,56.01544000000001,-121.08384904994894,56.01618446057119,7,2.4088461594583834,4104584862805.8896,"56 0m 58.2641s N, 121 5m 1.85658s W",POINT (619447.8579549667 6209537.3262185445)
1941,-120.59002,55.91229000000001,-120.59118273201469,55.91202783766784,1,2.489191873625956,5417361418379.299,"55 54m 43.3002s N, 120 35m 28.2578s W",POINT (650557.2768860563 6198910.282832648)
1944,-122.08325,56.76763,-122.0872484909079,56.76795517263788,12,2.422319952359608,4300113596605.4062,"56 46m 4.63862s N, 122 5m 14.0946s W",POINT (555791.4162406382 6291927.985127489)
1972,-120.51068,55.681,-120.53169852597244,55.688474684184925,5,2.483770833948992,5316872560971.141,"55 41m 18.5089s N, 120 31m 54.1147s W",POINT (655161.0890070194 6174169.827637381)
2012,-120.17329,55.58916,-120.20399774287768,55.58977632796117,1,2.4926740970463857,5482910358743.861,"55 35m 23.1948s N, 120 12m 14.3919s W",POINT (676197.8828663151 6163972.369780946)
2038,-121.70224,57.06302,-121.70443812214158,57.0656307439481,12,2.934637941557046,25232304227670.344,"57 3m 56.2707s N, 121 42m 15.9772s W",POINT (578561.3024995788 6325437.184544574)
2081,-121.46413,57.04141,-121.47272164411488,57.03600805447557,5,2.2984954438587377,2803775043715.3843,"57 2m 9.629s N, 121 28m 21.7979s W",POINT (592684.8194910006 6322430.715178895)
2121,-122.67457,57.12944,-122.67164676451326,57.12992305624372,17,2.866682284649837,19953699475144.65,"57 7m 47.723s N, 122 40m 17.9284s W",POINT (519877.1546361882 6331896.33779167)
2153,-122.03515,57.25052,-122.03571916191508,57.24942931285127,3,2.395619229691139,3921288940794.5024,"57 14m 57.9455s N, 122 2m 8.58898s W",POINT (558184.41545051 6345563.584364703)
2225,-120.17904,55.5358,-120.1838273592081,55.52012266842933,11,2.295393969127532,2773900978060.426,"55 31m 12.4416s N, 120 11m 1.77849s W",POINT (677782.9293884095 6156275.4278255515)
2227,-120.6889,55.92916,-120.70544015032335,55.93473081482169,35,4.167516319590743,1783505608523303.8,"55 56m 5.03093s N, 120 42m 19.5845s W",POINT (643333.5136966445 6201193.438151693)
2229,-120.90398,55.93159,-120.91943972717868,55.9295806887158,0,2.359796052380971,3464926915098.6406,"55 55m 46.4905s N, 120 55m 9.98302s W",POINT (629985.2178035309 6200197.452869374)
2232,-120.1503,55.84287,-120.13074981707804,55.84813048095884,10,2.598644919952965,7906192419723.618,"55 50m 53.2697s N, 120 7m 50.6993s W",POINT (679622.2281189613 6192900.360169132)
2247,-119.94194,55.67933000000001,-119.93097758133428,55.67944790165768,43,2.317920448637118,2998338580272.3086,"55 40m 46.0124s N, 119 55m 51.5193s W",POINT (692955.8844878066 6174673.679845687)
2266,-120.32368999999998,55.94466,-120.32098096661925,55.944530919193575,1,2.41438217304903,4183822580970.387,"55 56m 40.3113s N, 120 19m 15.5315s W",POINT (667301.0844668758 6203147.521941224)
2289,-121.14252,56.00791,-121.14151720433176,56.01021516351928,12,2.7321561315123883,12538171250127.78,"56 0m 36.7746s N, 121 8m 29.4619s W",POINT (615871.3265315753 6208774.87741202)
2322,-120.5463,55.70542,-120.54148254408368,55.69659453733285,10,2.764236813374916,14007325475120.492,"55 41m 47.7403s N, 120 32m 29.3372s W",POINT (654514.1501581778 6175051.346312945)
2360,-120.84794,55.905330000000006,-120.82679907743338,55.90096359447527,13,3.1999855535574797,63092586286349.484,"55 54m 3.46894s N, 120 49m 36.4767s W",POINT (635872.102661524 6197191.365057074)
2379,-121.0972,56.03122,-121.1373444998249,56.041625467408,14,2.73160319952774,12514249209441.088,"56 2m 29.8517s N, 121 8m 14.4402s W",POINT (616037.1857181456 6212277.087282716)
2389,-122.10642,56.8309,-122.10331222422867,56.817167856108526,3,2.700505446383595,11239789287273.902,"56 49m 1.80428s N, 122 6m 11.924s W",POINT (554737.8293326346 6297392.690795879)
2406,-120.56045,55.71904,-120.5587761616327,55.730656745660845,1,2.49071199978909,5445879150515.904,"55 43m 50.3643s N, 120 33m 31.5942s W",POINT (653294.0243678526 6178802.5393074695)
2408,-120.65965,56.11361,-120.67465803429984,56.12138553251332,13,2.2525320740709955,2392203442988.023,"56 7m 16.9879s N, 120 40m 28.7689s W",POINT (644556.6015686387 6222025.518852361)
2457,-122.11357,56.82386999999999,-122.11349267064746,56.82775265684021,16,2.3064422355556213,2881796790438.882,"56 49m 39.9096s N, 122 6m 48.5736s W",POINT (554101.1308004532 6298562.757110833)
2460,-119.92965,55.78533,-119.93164680642992,55.78473370351709,14,2.301692723327499,2834908753926.806,"55 47m 5.04133s N, 119 55m 53.9285s W",POINT (692395.0188322305 6186383.179906124)
2467,-122.21554,56.98276,-122.2124016001519,56.97934744403238,4,2.484418239727661,5328774710854.992,"56 58m 45.6508s N, 122 12m 44.6458s W",POINT (547870.8191941484 6315362.860482567)
2493,-120.16051000000002,55.83584000000001,-120.09938805862778,55.80941616699487,3,2.3139635929138307,2957640532822.509,"55 48m 33.8982s N, 120 5m 57.797s W",POINT (681765.4756334254 6188675.572429242)
2537,-122.83673,57.63819,-122.84056797684798,57.63935501490057,19,2.4680531653434343,5035930733774.232,"57 38m 21.6781s N, 122 50m 26.0447s W",POINT (509518.45550503815 6388570.770170148)
2538,-117.69292,54.98924,-117.69493068579877,54.98375094411863,0,2.4416815070463227,4597505532945.962,"54 59m 1.5034s N, 117 41m 41.7505s W",POINT (839328.7017927682 6105864.366328952)
2550,-120.71104,55.96798,-120.71599761346506,55.968006158088514,1,2.395307365469915,3917067434238.313,"55 58m 4.82217s N, 120 42m 57.5914s W",POINT (642551.8042351684 6204873.931611074)
2566,-122.58657,57.12189,-122.59909929431896,57.12044666049925,9,2.893192148758179,21866950565256.17,"57 7m 13.608s N, 122 35m 56.7575s W",POINT (524275.05252820975 6330864.933398585)
2591,-120.21439,55.94013,-120.23103085676316,55.92976387176208,27,2.4878823137031265,5392913700002.434,"55 55m 47.1499s N, 120 13m 51.7111s W",POINT (672982.5641477236 6201726.083053355)
2656,-122.28081,56.82636,-122.29438009972245,56.83324803248484,12,2.290878880285673,2730978747242.194,"56 49m 59.6929s N, 122 17m 39.7684s W",POINT (543056.0093803984 6299046.055707434)
2663,-120.64928,55.98172,-120.64940439641433,55.98169967763803,16,2.414911043786829,4191471964900.0303,"55 58m 54.1188s N, 120 38m 57.8558s W",POINT (646655.4058396653 6206536.85330882)
2741,-122.00159,56.35776,-121.99737896850962,56.35562779497539,6,2.835242033888089,17900412985731.07,"56 21m 20.2601s N, 121 59m 50.5643s W",POINT (561954.6412080165 6246112.435167827)
2775,-122.74286,57.17944,-122.70963713927873,57.18757814880346,12,2.624758838340735,8652433248747.509,"57 11m 15.2813s N, 122 42m 34.6937s W",POINT (517550.05504475354 6338303.933980992)
2784,-120.60605,55.89629,-120.61149815792558,55.895820101087445,15,3.203762420085952,63921010233956.31,"55 53m 44.9524s N, 120 36m 41.3934s W",POINT (649350.0720032344 6197062.975186231)
2795,-122.70453,57.37299,-122.69747895153712,57.37399773522697,25,2.4327262015483493,4457478964191.51,"57 22m 26.3918s N, 122 41m 50.9242s W",POINT (518192.72874668584 6359059.302648341)
2808,-120.63943,56.01328,-120.63728216810271,56.02014471765103,29,2.7122560201337245,11705339925040.54,"56 1m 12.521s N, 120 38m 14.2158s W",POINT (647265.2414917198 6210840.114231094)
2820,-122.06401,56.33741,-122.06438714727008,56.33728492494334,3,2.333694194066235,3166221481650.1387,"56 20m 14.2257s N, 122 3m 51.7937s W",POINT (557841.9255777432 6244012.605532695)
2838,-121.7962,57.07479,-121.77820123431827,57.07124053557711,18,2.5500913554321727,6685548337221.772,"57 4m 16.4659s N, 121 46m 41.5244s W",POINT (574077.5046929814 6325979.111082094)
2844,-122.05317,56.62461999999999,-122.04544040764864,56.61694889608704,21,2.356755081146673,3428724744872.469,"56 37m 1.01603s N, 122 2m 43.5855s W",POINT (558580.861246905 6275155.263803944)
2848,-122.06405,56.33746,-122.0726843558478,56.32938637301188,0,2.809277644024923,16365017197734.62,"56 19m 45.7909s N, 122 4m 21.6637s W",POINT (557340.8312489388 6243126.573491625)
2860,-122.06808,57.37767,-122.07332781751096,57.38045333084621,31,2.455129818639736,4816091483962.102,"57 22m 49.632s N, 122 4m 23.9801s W",POINT (555716.65044661 6360117.013354354)
2861,-122.10642,56.8309,-122.1077339374585,56.83010284645166,9,2.390992259333748,3859120939757.658,"56 49m 48.3702s N, 122 6m 27.8422s W",POINT (554449.1490867042 6298828.915795873)
2863,-120.16389,55.85011,-120.14461082064234,55.84154942634751,8,2.294587009350193,2766180490809.0264,"55 50m 29.5779s N, 120 8m 40.599s W",POINT (678784.9779911999 6192132.368567518)
2870,-120.47683,56.00267,-120.475774071118,55.99986846559598,6,2.4145814712813074,4186703513823.9536,"55 59m 59.5265s N, 120 28m 32.7867s W",POINT (657411.9305021225 6208940.367728492)
2873,-120.94191,55.83583,-120.91747980093146,55.84283175528659,15,2.431761314393558,4442648685564.214,"55 50m 34.1943s N, 120 55m 2.92728s W",POINT (630398.2382978509 6190548.760295184)
2936,-119.16379,55.43494000000001,-119.13610994324588,55.43946451524263,4,2.566314101968815,7070842326210.967,"55 26m 22.0723s N, 119 8m 9.9958s W",POINT (744392.521844106 6150486.987492773)
2938,-120.71736,56.0003,-120.68661666624504,55.99875892058992,9,2.89676300093063,22138311879546.65,"55 59m 55.5321s N, 120 41m 11.82s W",POINT (644270.6182558868 6208356.568366457)
2941,-121.14252,56.00791,-121.11129408946408,55.971293775940026,5,2.368367295246008,3569036117256.307,"55 58m 16.6576s N, 121 6m 40.6587s W",POINT (617873.7902763872 6204495.0203408105)
2946,-122.18836,56.91546,-122.18979396834028,56.92370186268075,25,2.352246130700108,3375741603046.1445,"56 55m 25.3267s N, 122 11m 23.2583s W",POINT (549318.3121190422 6309185.018721452)
2974,-120.26195,55.6593,-120.26168955958222,55.65842653674497,3,2.476441043527081,5183959086602.693,"55 39m 30.3355s N, 120 15m 42.0824s W",POINT (672261.8085652348 6171464.388023833)
2984,-118.99418,54.87991,-119.00850781549065,54.87927131632174,17,2.5862706730300578,7575407673778.661,"54 52m 45.3767s N, 119 0m 30.6281s W",POINT (756025.9509859736 6088656.298484574)
3007,-120.48149,55.99945,-120.48328053568902,55.99919172257061,8,2.2952370338845696,2772397833708.182,"55 59m 57.0902s N, 120 28m 59.8099s W",POINT (656946.6802950524 6208847.996612437)
3027,-120.34913,55.72472,-120.35350160578132,55.72171288572736,5,2.556319947402344,6830931355530.881,"55 43m 18.1664s N, 120 21m 12.6058s W",POINT (666218.8013183814 6178280.686586473)
3050,-122.24257,56.89443000000001,-122.2465142539568,56.88936780265434,53,2.8206618378154213,17021301195872.455,"56 53m 21.7241s N, 122 14m 47.4513s W",POINT (545907.8649253045 6305323.821809489)
3064,-120.27254,55.94014,-120.25122728446668,55.94144751035144,1,2.7117905142506933,11686535196465.44,"55 56m 29.211s N, 120 15m 4.41822s W",POINT (671669.5210229333 6202975.520024254)
3078,-120.66406,55.89541,-120.68246982077098,55.88753317403203,29,2.516480336937507,5952789224753.344,"55 53m 15.1194s N, 120 40m 56.8914s W",POINT (644944.1091203897 6195989.9983186275)
3092,-117.57255,54.80042,-117.57231450784728,54.79461614592509,4,2.3720524642592893,3614753578953.482,"54 47m 40.6181s N, 117 34m 20.3322s W",POINT (848797.017591025 6085452.884550931)
3099,-120.51224,55.65602,-120.50887670004576,55.63854396219705,1,2.847749137476238,18690619926920.82,"55 38m 18.7583s N, 120 30m 31.9561s W",POINT (656794.932890794 6168666.193365634)
3107,-119.965,55.69,-119.94849892896698,55.70750536341132,59,2.269221745468969,2534151752731.0903,"55 42m 27.0193s N, 119 56m 54.5961s W",POINT (691717.2294702334 6177746.003723403)
3111,-122.07803,56.76886999999999,-122.06716442178902,56.7680926224525,10,2.3808257978919243,3725964363591.857,"56 46m 5.13344s N, 122 4m 1.79192s W",POINT (557018.7923718136 6291959.823239223)
3115,-117.10193999999998,55.55576,-117.09555862960347,55.5568792684346,27,2.7551281500203832,13573511806622.234,"55 33m 24.7654s N, 117 5m 44.0111s W",POINT (872211.314103907 6172602.606866302)
3117,-120.84646,56.04174,-120.84654472844916,56.041621116126,0,2.317348155162693,2992417822889.3823,"56 2m 29.836s N, 120 50m 47.561s W",POINT (634150.0622036057 6212803.35462617)
3143,-122.33543,56.9756,-122.3286017075575,56.98245775631154,4,2.6459377957622072,9309078523150.78,"56 58m 56.8479s N, 122 19m 42.9661s W",POINT (540804.8303986279 6315633.673928867)
3153,-120.89845,56.06971,-120.90525634087906,56.060432372475226,39,2.275918760789025,2593451562679.804,"56 3m 37.5565s N, 120 54m 18.9228s W",POINT (630429.7189365812 6214783.990190887)
3166,-120.72502,55.76648,-120.70745333248178,55.77175115514144,6,2.823892458304264,17212291300178.592,"55 46m 18.3042s N, 120 42m 26.832s W",POINT (643808.5801029408 6183055.873129154)
3219,-122.7424,57.25577,-122.74255698977132,57.258478622466654,14,2.340658430973141,3243303916149.414,"57 15m 30.523s N, 122 44m 33.2052s W",POINT (515530.5087826051 6346188.49910077)
3260,-120.78926,55.86309,-120.81261233001068,55.8789076013729,1,3.4370906593686725,143098799074426.62,"55 52m 44.0674s N, 120 48m 45.4044s W",POINT (636836.5308551425 6194765.258002401)
3269,-122.33543,56.9756,-122.354270250233,56.96712095883111,1,2.702007997563124,11298271230094.787,"56 58m 1.63545s N, 122 21m 15.3729s W",POINT (539260.961220694 6313911.468380303)
3298,-120.42923,55.96849,-120.42788146009232,55.96918874186865,7,2.4722497626406867,5109455769137.928,"55 58m 9.07947s N, 120 25m 40.3733s W",POINT (660524.8866462824 6205637.255949859)
3303,-122.07316000000002,57.44665,-122.05730214139568,57.4577814272475,2,2.3589870974533054,3455259312801.981,"57 27m 28.0131s N, 122 3m 26.2877s W",POINT (556560.8161356675 6368738.145727253)
3313,-120.89845,56.06971,-120.93198623746945,56.07473892008191,34,2.684560335020568,10637522765450.477,"56 4m 29.0601s N, 120 55m 55.1505s W",POINT (628717.9559817867 6216325.72380981)
3322,-121.72618,57.15558000000001,-121.72746830457238,57.15441115289767,19,2.473580147004256,5132987663705.133,"57 9m 15.8802s N, 121 43m 38.8859s W",POINT (576980.5493529955 6335292.710915607)
3350,-122.84319,57.53016,-122.84339435336354,57.52992616552371,10,2.996977803926701,31294405515645.68,"57 31m 47.7342s N, 122 50m 36.2197s W",POINT (509377.82384719554 6376388.14736444)
3353,-121.43672,56.44248,-121.43894654217767,56.4422815339426,14,2.4657071328871174,4995289921858.891,"56 26m 32.2135s N, 121 26m 20.2076s W",POINT (596240.0775109624 6256398.747791969)
3366,-121.10883,56.00071,-121.1025798533894,56.001994991098826,7,2.505795872035384,5737118338033.544,"56 0m 7.18197s N, 121 6m 9.28747s W",POINT (618323.7585942437 6207926.170018164)
3383,-122.33392,57.04778,-122.33764262299798,57.04377583723027,3,2.564249890935902,7020609807209.063,"57 2m 37.593s N, 122 20m 15.5134s W",POINT (540189.1829261348 6322453.782673274)
3403,-120.94488,55.92546,-120.90905555365262,55.92376223756128,5,3.082886582800083,42104631833643.17,"55 55m 25.5441s N, 120 54m 32.6s W",POINT (630653.4522297013 6199569.611754159)
3408,-120.65187,56.01227,-120.64924008479136,56.01128352484201,27,2.6099284955228264,8220396076322.587,"56 0m 40.6207s N, 120 38m 57.2643s W",POINT (646553.6370727381 6209828.765090753)
3413,-122.21554,56.98276,-122.23170626284276,56.98642400681086,49,3.0246488661398687,34432876049062.336,"56 59m 11.1264s N, 122 13m 54.1425s W",POINT (546688.6390155202 6316137.200919846)
3419,-120.22383,55.91488,-120.22417591443018,55.92396902905457,7,2.602912150344583,8023580708755.186,"55 55m 26.2885s N, 120 13m 27.0333s W",POINT (673436.5708444375 6201098.595235511)
3434,-121.99144,56.91327,-121.99191502189574,56.9131617787338,19,2.3490741152594143,3338959665985.4214,"56 54m 47.3824s N, 121 59m 30.8941s W",POINT (561380.3097097137 6308171.996239779)
3435,-120.66406,55.89541,-120.66553744482276,55.8945171167715,22,3.0267473600577093,34683350124866.547,"55 53m 40.2616s N, 120 39m 55.9348s W",POINT (645976.6575829687 6196802.645530674)
3454,-120.58506,56.04239000000001,-120.57960712544084,56.03178656954949,34,2.6711563319632914,10156276081698.32,"56 1m 54.4317s N, 120 34m 46.5857s W",POINT (650813.858173621 6212259.863555047)
3464,-121.0921,56.02614000000001,-121.08840800249509,56.0405265546664,11,2.6441017487206717,9250231955344.826,"56 2m 25.8956s N, 121 5m 18.2688s W",POINT (619088.7309318876 6212238.1088517485)
3473,-121.39152,57.07341,-121.37686254095944,57.05718263574678,17,2.5044510703239413,5710532472854.406,"57 3m 25.8575s N, 121 22m 36.7051s W",POINT (598445.498404104 6324921.608448316)
3516,-122.06459,56.90999,-122.0719978345789,56.909364292138335,26,2.8491877869142126,18783723225551.08,"56 54m 33.7115s N, 122 4m 19.1922s W",POINT (556510.1407664097 6307680.277062369)
